
 --- Table  1: Summary of nuclide data: 

 Data for 269 nuclides included in calculation:

 - 269 Transport nuclides
 - No dosimetry nuclides
 - No decay nuclides
 - 7529 reaction channels
 - 2824 special reactions
 - No transmutation reactions
 - No transmutation branch reactions
 - No decay reactions
 - No decay branch reactions
 - All reaction linked to target

 Columns:

  1. Index
  2. Level (first occurence in transmutation paths)
  3. Name (nuclide identifier data)
  4. Library ID
  5. Primary data type: TRA = transport
                        DOS = dosimetry
                        SAB = thermal scattering
                        DEC = only decay data
                        STR = only structural data (mass)
                        PHO = photon interaction data
  6. Z (atomic number)
  7. A (isotope number)
  8. I (isomeric state)
  9. Atomic weight
 10. Temperature (in Kelvin)
 11. Decay constant (1/s)
 12. Flags: I - nuclide is present in initial composition
            B - nuclide is involved in burnup calculation
            A - nuclide is produced as activation product
            D - nuclide is produced as decay product
            F - nuclide is produced as fission product
            B - nuclide is produced in decay or transmutation branching
            T - nuclide has neutron transport cross section data
            S - nuclide has S(a,b) data
            I - nuclide has isomeric branching reactions
            F - nuclide is fissile
            P - nuclide is a delayed neutron precursor
            D - nuclide has delayed neutron data
            U - nuclide has uses ures ptable data
            E - nuclide cross sections are adjusted by ETTM
            D - nuclide has dosimetry cross section data
            R - nuclide has radioactive decay data
            N - nuclide has neutron-induced fission yield data
            S - nuclide has spontaneous fission yield data
            P - nuclide has photon transport cross section data
            T - nuclide has supplementary transmutation cross section data

    1   0  1003.12c    12c  TRA    1   3 0    3.01550  1200.0          N/A  I-----T-------------  tritium (H-3)
    2   0  3006.12c    12c  TRA    3   6 0    6.01507  1200.0          N/A  I-----T-------------  lithium 6 (Li-6)
    3   0  3007.12c    12c  TRA    3   7 0    7.01600  1200.0          N/A  I-----T-------------  lithium 7 (Li-7)
    4   0  4009.12c    12c  TRA    4   9 0    9.01220  1200.0          N/A  I-----T-------------  beryllium 9 (Be-9)
    5   0  5010.12c    12c  TRA    5  10 0   10.01294  1200.0          N/A  I-----T-------------  boron 10 (B-10)
    6   0  5011.12c    12c  TRA    5  11 0   11.00928  1200.0          N/A  I-----T-------------  boron 11 (B-11)
    7   0  6000.12c    12c  TRA    6   0 0   12.00110  1200.0          N/A  I-----T-------------  natural carbon (C-nat)
    8   0  6000.09c    09c  TRA    6   0 0   12.00110   900.0          N/A  I-----T-------------  natural carbon (C-nat)
    9   0  6000.12s    12s  TRA    6   0 0   12.00110  1200.0          N/A  I-----TS------------  natural carbon (C-nat)
   10   0  6000.12s    12s  TRA    6   0 0   12.00110  1200.0          N/A  I-----TS------------  natural carbon (C-nat)
   11   0  6000.09s    09s  TRA    6   0 0   12.00110   900.0          N/A  I-----TS------------  natural carbon (C-nat)
   12   0  6000.12s    12s  TRA    6   0 0   12.00110  1200.0          N/A  I-----TS------------  natural carbon (C-nat)
   13   0  6000.12s    12s  TRA    6   0 0   12.00110  1200.0          N/A  I-----TS------------  natural carbon (C-nat)
   14   0  6000.12s    12s  TRA    6   0 0   12.00110  1200.0          N/A  I-----TS------------  natural carbon (C-nat)
